	vclaim	title
727	Did Isaac Asimov Say, ‘Your Assumptions Are Your Windows On The World’?	Did Isaac Asimov Say, ‘Your Assumptions Are Your Windows On The World’?
728	Does Elizabeth Warren Want To Take Guns Away From Republicans?	Does Elizabeth Warren Want To Take Guns Away From Republicans?
729	Did Kamala Harris Say, ‘Our Military Are Soulless Cowards’?	Did Kamala Harris Say, ‘Our Military Are Soulless Cowards’?
730	No, Ronald Reagan Did Not Meet With The Taliban In The Oval Office	No, Ronald Reagan Did Not Meet With The Taliban In The Oval Office
731	Did Theodor Seuss Geisel Say, ‘Be Who You Are And Say What You Feel’?	Did Theodor Seuss Geisel Say, ‘Be Who You Are And Say What You Feel’?
732	Viral Quote Attributed To Aldous Huxley May Actually Come From The Doors Keyboardist	Viral Quote Attributed To Aldous Huxley May Actually Come From The Doors Keyboardist
733	Did Francis Bacon Say, ‘Old Age Is Always 15 Years Older Than I Am’?	Did Francis Bacon Say, ‘Old Age Is Always 15 Years Older Than I Am’?
734	Did Gandhi Say, ‘First They Ignore You, Then They Laugh At You, Then They Fight You, Then You Win’?	Did Gandhi Say, ‘First They Ignore You, Then They Laugh At You, Then They Fight You, Then You Win’?
735	Did Mark Twain Say, ‘The Man Who Does Not Read Has No Advantage Over The Man Who Cannot Read’?	Did Mark Twain Say, ‘The Man Who Does Not Read Has No Advantage Over The Man Who Cannot Read’?
736	Did Oliver Cromwell Say, ‘Not Only Strike While The Iron Is Hot, But Make It Hot By Striking’?	Did Oliver Cromwell Say, ‘Not Only Strike While The Iron Is Hot, But Make It Hot By Striking’?
737	‘Tyranny Of The Totalitarian State’ – Did Adam Smith Say This Quote About Government Regulation?	‘Tyranny Of The Totalitarian State’ – Did Adam Smith Say This Quote About Government Regulation?
738	Did Einstein Say, ‘Certain People Appear Bright Until You Hear Them Speak’?	Did Einstein Say, ‘Certain People Appear Bright Until You Hear Them Speak’?
739	‘We Are One Election Away From Open Borders, Socialism, Gun Confiscation’ – Did Tim Allen Make This Statement?	‘We Are One Election Away From Open Borders, Socialism, Gun Confiscation’ – Did Tim Allen Make This Statement?
740	Did Yogi Berra Say, ‘In Theory, There Is No Difference Between Theory And Practice. In Practice, There Is’?	Did Yogi Berra Say, ‘In Theory, There Is No Difference Between Theory And Practice. In Practice, There Is’?
741	Did T.S. Eliot Say This Quote About The Importance Of Libraries?	Did T.S. Eliot Say This Quote About The Importance Of Libraries?
742	Did George Eliot Say, ‘It’s Never Too Late To Be What You Might Have Been’?	Did George Eliot Say, ‘It’s Never Too Late To Be What You Might Have Been’?
743	Did Abraham Lincoln Coin This Saying About Roses And Thorns?	Did Abraham Lincoln Coin This Saying About Roses And Thorns?
744	Did Henry David Thoreau Say, ‘Be Yourself — Not Your Idea Of What You Think Somebody Else’s Idea Of Yourself Should Be’?	Did Henry David Thoreau Say, ‘Be Yourself — Not Your Idea Of What You Think Somebody Else’s Idea Of Yourself Should Be’?
745	Is J.K. Rowling The First Person To Fall Off The Forbes Billionaires List For Charitable Giving?	Is J.K. Rowling The First Person To Fall Off The Forbes Billionaires List For Charitable Giving?
746	Did Warren Buffett Give This Piece Of Life Advice?	Did Warren Buffett Give This Piece Of Life Advice?
747	Did Benjamin Franklin Say, ‘Tell Me And I Forget, Teach Me And I May Remember, Involve Me And I Learn’?	Did Benjamin Franklin Say, ‘Tell Me And I Forget, Teach Me And I May Remember, Involve Me And I Learn’?
748	Did Mark Twain Say, ‘Never Argue With A Fool’?	Did Mark Twain Say, ‘Never Argue With A Fool’?
749	No, This Quote About The ‘Hottest Places In Hell’ Does Not Appear In Dante’s ‘Inferno’	No, This Quote About The ‘Hottest Places In Hell’ Does Not Appear In Dante’s ‘Inferno’
750	‘Write Drunk, Edit Sober’ — Did Ernest Hemingway Give This Writing Advice?	‘Write Drunk, Edit Sober’ — Did Ernest Hemingway Give This Writing Advice?
751	Did Congress Only Work 111 Days In 2016?	Did Congress Only Work 111 Days In 2016?
752	Did Albert Einstein Say, ‘The Only Reason For Time Is So That Everything Doesn’t Happen At Once’?	Did Albert Einstein Say, ‘The Only Reason For Time Is So That Everything Doesn’t Happen At Once’?
753	Did Thomas Jefferson Say, ‘Christianity Is The Best Friend Of Government’?	Did Thomas Jefferson Say, ‘Christianity Is The Best Friend Of Government’?
754	Did George Washington Say, ‘Firearms Stand Next In Importance To The Constitution Itself’?	Did George Washington Say, ‘Firearms Stand Next In Importance To The Constitution Itself’?
755	Did Hillary Clinton Say, ‘The Primary Role Of The State Is To Teach, Train, And Raise Children’?	Did Hillary Clinton Say, ‘The Primary Role Of The State Is To Teach, Train, And Raise Children’?
756	Did John Adams Say This Quote About Service?	Did John Adams Say This Quote About Service?
757	Viral Image That Purportedly Shows Ilhan Omar With Gun Was Actually Taken Before She Was Born	Viral Image That Purportedly Shows Ilhan Omar With Gun Was Actually Taken Before She Was Born
758	Did George Eliot Say, ‘Wear A Smile And Have Friends’?	Did George Eliot Say, ‘Wear A Smile And Have Friends’?
759	Did Oscar Wilde Coin This Saying About Happiness?	Did Oscar Wilde Coin This Saying About Happiness?
760	Did George Orwell Say This Quote About ‘Rough Men’?	Did George Orwell Say This Quote About ‘Rough Men’?
761	‘Once Given, Never Forgotten’ — Did John Lennon Write This Quote About Love?	‘Once Given, Never Forgotten’ — Did John Lennon Write This Quote About Love?
762	Did Abraham Lincoln Say, ‘It’s Not The Years In Your Life That Count. It’s The Life In Your Years’?	Did Abraham Lincoln Say, ‘It’s Not The Years In Your Life That Count. It’s The Life In Your Years’?
763	Did Einstein Say Art Is Like Having ‘One Hand Extended Into The Universe’?	Did Einstein Say Art Is Like Having ‘One Hand Extended Into The Universe’?
764	Did Shakespeare Say A Quote About A ‘Battle Of Wits’?	Did Shakespeare Say A Quote About A ‘Battle Of Wits’?
765	Did Abraham Lincoln Say, ‘To Sin By Silence When They Should Protest, Makes Cowards Of Men’?	Did Abraham Lincoln Say, ‘To Sin By Silence When They Should Protest, Makes Cowards Of Men’?
766	Did Steve Harvey Author This Pro-Trump Statement?	Did Steve Harvey Author This Pro-Trump Statement?
767	Did George Orwell Say, ‘Telling The Truth Is A Revolutionary Act’?	Did George Orwell Say, ‘Telling The Truth Is A Revolutionary Act’?
768	Did Churchill Say, ‘An Optimist Sees The Opportunity In Every Difficulty’?	Did Churchill Say, ‘An Optimist Sees The Opportunity In Every Difficulty’?
769	Can Non-Citizens Apply For Asylum At A US Embassy?	Can Non-Citizens Apply For Asylum At A US Embassy?
770	Did Carl Sagan Say, ‘Somewhere, Something Incredible Is Waiting To Be Known’?	Did Carl Sagan Say, ‘Somewhere, Something Incredible Is Waiting To Be Known’?
771	Did Winston Churchill Say, ‘Behavior Never Lies’?	Did Winston Churchill Say, ‘Behavior Never Lies’?
772	Did Margaret Fuller Say, ‘Today A Reader, Tomorrow A Leader’?	Did Margaret Fuller Say, ‘Today A Reader, Tomorrow A Leader’?
773	Did CS Lewis Give This Advice On Starting Over?	Did CS Lewis Give This Advice On Starting Over?
774	No, Ivanka Trump Didn’t Wear A Shirt With A Swastika-Like Trump Logo	No, Ivanka Trump Didn’t Wear A Shirt With A Swastika-Like Trump Logo
775	Did Isaac Newton Say This Quote About Tact?	Did Isaac Newton Say This Quote About Tact?
776	Did Obama Award The Presidential Medal Of Freedom To Clinton, Cosby, Weiner And Weinstein?	Did Obama Award The Presidential Medal Of Freedom To Clinton, Cosby, Weiner And Weinstein?
777	Did Vladimir Lenin Say, ‘There Must Be Continued Propaganda Abroad To Undermine The Loyalty Of Citizens’?	Did Vladimir Lenin Say, ‘There Must Be Continued Propaganda Abroad To Undermine The Loyalty Of Citizens’?
778	Did F Scott Fitzgerald Say, ‘It’s Never Too Late To Be Whoever You Want To Be’?	Did F Scott Fitzgerald Say, ‘It’s Never Too Late To Be Whoever You Want To Be’?
779	Were American Journalists Barred From Trump and Putin’s G20 Meeting?	Were American Journalists Barred From Trump and Putin’s G20 Meeting?
780	Did CS Lewis Say, ‘You Are Never Too Old To Set Another Goal Or To Dream A New Dream’?	Did CS Lewis Say, ‘You Are Never Too Old To Set Another Goal Or To Dream A New Dream’?
781	Did Ross Perot Leave The Trump Campaign $100 Million In His Will?	Did Ross Perot Leave The Trump Campaign $100 Million In His Will?
782	Did Da Vinci Say, ‘I Awoke, Only To Find That The Rest Of The World Was Still Asleep’?	Did Da Vinci Say, ‘I Awoke, Only To Find That The Rest Of The World Was Still Asleep’?
783	Did Every Democrat Vote Against A Cost-Of-Living Increase For Social Security?	Did Every Democrat Vote Against A Cost-Of-Living Increase For Social Security?
784	Viral Image Questions Kamala Harris’ Racial Background	Viral Image Questions Kamala Harris’ Racial Background
785	How Many Times Did 2020 Candidates Mention Trump During The First Democratic Debate?	How Many Times Did 2020 Candidates Mention Trump During The First Democratic Debate?
786	No, Eric Swalwell Wasn’t The Only Democrat On Stage Last Week To Have Voted For Background Checks	No, Eric Swalwell Wasn’t The Only Democrat On Stage Last Week To Have Voted For Background Checks
787	Did Ronald Reagan Say, ‘Any Attempt To Disarm The People Must Be Stopped, By Force If Necessary’?	Did Ronald Reagan Say, ‘Any Attempt To Disarm The People Must Be Stopped, By Force If Necessary’?
788	Viral Image That Purportedly Shows A Detained Child Is Actually From The Movie ‘Deadpool 2’	Viral Image That Purportedly Shows A Detained Child Is Actually From The Movie ‘Deadpool 2’
789	Does This Photo Show The Crowd At Trump’s July 4th Celebration?	Does This Photo Show The Crowd At Trump’s July 4th Celebration?
790	Did Charles Darwin Say, ‘It Is Not The Strongest Or The Most Intelligent Who Will Survive’?	Did Charles Darwin Say, ‘It Is Not The Strongest Or The Most Intelligent Who Will Survive’?
791	Viral Meme Miscaptions Bernie Sanders Arrest Photo From 1963	Viral Meme Miscaptions Bernie Sanders Arrest Photo From 1963
792	Did Oscar Wilde Say, ‘I’m Not Young Enough To Know Everything’?	Did Oscar Wilde Say, ‘I’m Not Young Enough To Know Everything’?
793	Did The Postal Service Unveil A Donald Trump Postage Stamp?	Did The Postal Service Unveil A Donald Trump Postage Stamp?
794	Did It Take 16 Minutes For 2020 Democrats To Mention Trump At The First Night Of Debates?	Did It Take 16 Minutes For 2020 Democrats To Mention Trump At The First Night Of Debates?
795	Did Greenpeace Hang A ‘CONCENTRATION CAMPS’ Banner From The Trump Hotel In Vegas?	Did Greenpeace Hang A ‘CONCENTRATION CAMPS’ Banner From The Trump Hotel In Vegas?
796	‘Do Not Let The World Make You Hard’ – Did Kurt Vonnegut Write This Poem About Bitterness?	‘Do Not Let The World Make You Hard’ – Did Kurt Vonnegut Write This Poem About Bitterness?
797	Did Jennifer Aniston Wear A ‘Handsy’ Joe Biden T-Shirt?	Did Jennifer Aniston Wear A ‘Handsy’ Joe Biden T-Shirt?
798	Did Albert Einstein Coin This Saying On The ‘Definition Of Insanity’?	Did Albert Einstein Coin This Saying On The ‘Definition Of Insanity’?
799	‘Sail Away From The Safe Harbor’ – Did Mark Twain Say This Quote About Taking Chances?	‘Sail Away From The Safe Harbor’ – Did Mark Twain Say This Quote About Taking Chances?
800	Did Aristotle Say, ‘We Are What We Repeatedly Do’?	Did Aristotle Say, ‘We Are What We Repeatedly Do’?
801	Did Voltaire Say, ‘God Is A Comedian Playing To An Audience Too Afraid To Laugh’?	Did Voltaire Say, ‘God Is A Comedian Playing To An Audience Too Afraid To Laugh’?
802	Did John Adams Say, ‘One Useless Man Is A Shame, Two Is A Law Firm And Three Or More Is A Congress’?	Did John Adams Say, ‘One Useless Man Is A Shame, Two Is A Law Firm And Three Or More Is A Congress’?
803	Has Mitch McConnell Blocked Every Bill Intended To Prevent Foreign Interference In The 2020 Election?	Has Mitch McConnell Blocked Every Bill Intended To Prevent Foreign Interference In The 2020 Election?
804	Did Alexis de Tocqueville Say, ‘America Is Great Because America Is Good’?	Did Alexis de Tocqueville Say, ‘America Is Great Because America Is Good’?
805	Do These Images Show Members Of Congress Sleeping On The Job?	Do These Images Show Members Of Congress Sleeping On The Job?
806	Did Benjamin Franklin Say This Quote About Avoiding Tyranny?	Did Benjamin Franklin Say This Quote About Avoiding Tyranny?
807	Does This Photo Show Margaret Sanger Speaking To The KKK?	Does This Photo Show Margaret Sanger Speaking To The KKK?
808	Was Trump’s IQ ‘Discovered’ To Be 73?	Was Trump’s IQ ‘Discovered’ To Be 73?
809	Did Thomas Jefferson Say, ‘Dissent Is The Highest Form Of Patriotism’?	Did Thomas Jefferson Say, ‘Dissent Is The Highest Form Of Patriotism’?
810	Did Nancy Pelosi Say, ‘Waiting Hours Longer In The Waiting Room Will Allow You To Make New Friends’?	Did Nancy Pelosi Say, ‘Waiting Hours Longer In The Waiting Room Will Allow You To Make New Friends’?
811	Did Thomas Jefferson Say, ‘Democracy Is Nothing More Than Mob Rule’?	Did Thomas Jefferson Say, ‘Democracy Is Nothing More Than Mob Rule’?
812	Beto O’Rourke Says 40 Percent Of Iowa’s Incarcerated Population Is Black	Beto O’Rourke Says 40 Percent Of Iowa’s Incarcerated Population Is Black
813	Did Charlie Daniels Say, ‘Voting For Trump Is Like Playing Country Music Backwards’?	Did Charlie Daniels Say, ‘Voting For Trump Is Like Playing Country Music Backwards’?
814	Did Edmund Burke Pen This Quote On The ‘Triumph Of Evil’?	Did Edmund Burke Pen This Quote On The ‘Triumph Of Evil’?
815	Did Stalin Give This Prescription For Undermining America?	Did Stalin Give This Prescription For Undermining America?
816	Did George Washington Say It’s ‘Impossible To Rightly Govern’ Without God, The Bible?	Did George Washington Say It’s ‘Impossible To Rightly Govern’ Without God, The Bible?
817	Did JFK Say, ‘But Suppose God Is Black’?	Did JFK Say, ‘But Suppose God Is Black’?
818	Did Mark Twain Pen This Quote On Kindness?	Did Mark Twain Pen This Quote On Kindness?
819	Did Rex Tillerson Say Trump Told Him To ‘Always Put Russia’s Interests’ First?	Did Rex Tillerson Say Trump Told Him To ‘Always Put Russia’s Interests’ First?
820	Did Morgan Freeman Say He Hates The Word Homophobia?	Did Morgan Freeman Say He Hates The Word Homophobia?
821	Did Thomas Paine Say This Quote About The Duty Of A ‘True Patriot’?	Did Thomas Paine Say This Quote About The Duty Of A ‘True Patriot’?
822	That Miscaptioned Photo Of A ‘Caged’ Child Continues To Circulate On Facebook	That Miscaptioned Photo Of A ‘Caged’ Child Continues To Circulate On Facebook
823	‘This Is My Country, And I Will Do As I Please’ – Did Trump Go ‘Ballistic’ On Fox News?	‘This Is My Country, And I Will Do As I Please’ – Did Trump Go ‘Ballistic’ On Fox News?
824	Did Trump Say, ‘I Can Do My Job Without Any Intelligence Whatsoever’?	Did Trump Say, ‘I Can Do My Job Without Any Intelligence Whatsoever’?
825	Does This Image Show Michelle Obama Texting During The Pledge Of Allegiance?	Does This Image Show Michelle Obama Texting During The Pledge Of Allegiance?
